"Delete","Apagar"
"Delete Template","Apagar Modelo"
"Delete Role","Apagar Papel"
"Delete Profile","Apagar Perfil"
"Delete Sitemap","Apagar Sitemap"
"Delete Url","Apagar URL"
"Delete User","Apagar Usuário"
"Delete Store View","Apagar Visão de Loja"
"Delete Website","Apagar Website"
"Only mapped fields","Apenas campos mapeados "
"Grid only","Apenas grid"
"List only","Apenas Listar"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Apenas produtos com escopo ""Global"", tipo de entrada ""Dropdown"" e com a opção de Usar para Criar Produto Configurável ""Sim"" estão disponíveis."
"API:","API:"
"Are you sure you want to do this?","Você tem certeza que deseja fazer isso?"
"File %s.ser could not be read","Arquivo %s.ser não pode ser lido "
"Watermark File for %s","Arquivo de Marca D´água para %s"
"Invalid file: %s","Arquivo Inválido: %s"
"Provided Files","Arquivos Fornecidos "
"Last Logged In:","Última Conexão:"
"Last 24 hours","Últimas 24 horas"
"Last Month","Último Mês"
"Last Name","Último Nome"
"Lastname","Último Nome"
"Last Name:","Último Nome:"
"Last 5 Orders","Últimos 5 pedidos"
"Last 5 Search Terms","Últimos 5 Termos de Busca"
"Last 7 days","Últimos 7 dias"
"Price alert subscription was saved successfully","Assinatura de Alerta de Preço foi gravada com sucesso"
"Profile Wizard","Assistente de Perfil"
"Assigned","Associado"
"Subject","Assunto"
"Template Subject","Assunto do Modelo"
"Active","Ativo"
"Global Attribute","Atributos Globais"
"Upgrading $pkg, please wait...","Atualizando $pkg, por favor aguarde..."
"Upgrading selected packages, please wait...","Atualizando pacotes selecionados, por favor aguarde..."
"Upgrading all available packages, please wait...","Atualizando todos pacotes disponíveis, por favor aguarde..."
"Upgrading all packages, please wait...","Atualizando todos pacotes, por favor aguarde..."
"Upgrade","Atualizar"
"Refresh","Atualizar"
"Updated At","Atualizado Em"
"Upgrade all packages","Atualizar todos pacotes"
"Upgrade all available packages","Atualizar todos pacotes disponíveis"
"Upgrade All Available Packages","Atualizar Todos Pacotes Disponíveis"
"Ratings","Avaliações"
"-- Please Select --","-- Selecione por favor --"
"--Please Select--","--Selecione por favor--"
"-- Please select a category --","-- Selecione uma Categoria por favor --"
"b","b"
"Backup","Backup"
"Backup successfully created","Backup criado com sucesso "
"Backups","Backups"
"Downloading and installing $pkg, please wait...","Baixando e instalando $pkg, por favor aguarde..."
"Download and Install","Baixar e Instalar"
"Download Remote File","Baixar Arquivo Remoto"
"Block Information","Bloco de Informações "
"Global Record Search","Busca Global de Registro"
"Search","Buscar"
"Path","Caminho"
"Target Path","Caminho de Destino"
"Request Path","Caminho de Pedido"
"ID Path","Caminho do ID"
"Path:","Caminho:"
"Channel","Canal"
"Channel:","Canal:"
"Can't find email address.","Não foi possível encontrar endereço de email."
"Loading...","Carregando..."
"Load","Carregar"
"Upload File","Carregar Arquivo"
"Upload import file","Carregar arquivo de importação"
"Upload Local File","Carregar Arquivo Local"
"Upload local file:","Carregar arquivo local:"
"Upload Files","Carregar Arquivos"
"Upload and Install","Carregar e Instalar "
"Upload HTTP Error","Carregar Erro HTTP"
"Load previously created custom local package information","Carregar informações de pacote local personalizado criado anteriormente "
"Load Template","Carregar Modelo"
"Load default template","Carregar Modelo Padrão"
"Shopping Cart from %s","Carrinho de Compras de %s"
"Catalog","Catálogo"
"Category","Categoria"
"Product Categories","Categorias dos Produtos"
"Action Code","Código de Ação"
"Coupon Code","Código do Cupom"
"Zip/Postal Code","CEP"
"Zip/Postal Code:","CEP:"
"Rating was successfully deleted","Avaliação foi apagada com sucesso "
"Rating was successfully saved","Avaliação foi gravada com sucesso"
"Customer","Cliente"
"Customer Since:","Cliente Desde:"
"Customer was deleted","Cliente foi apagado"
"Customer was successfully saved","Cliente foi gravado com sucesso"
"Customers","Clientes"
"Invoice #%s comment added","Comentário da Fatura #%s foi adicionado"
"Shipment #%s comment added","Comentário do Envio #%s foi adicionado"
"Shipment Comments","Comentários do Envio"
"Comments History","Histórico de Comentários"
"Complete","Completo"
"Connect with the Magento Community","Conectar com a Comunidade Magento"
"Log in to Admin Panel","Entrar no Painel de Administração"
"Default Config","Config Padrão"
"Configuration","Configuração"
"PEAR Configuration was successfully saved","Configuração de PEAR gravada com sucesso "
"Configuration successfully saved","Configuração Gravada com sucesso"
"Password Confirmation","Confirmação de Senha"
"Conflicts","Conflitos"
"Attribute set was successfully removed.","Grupo de Atributos foi removido com sucesso."
"Attribute set successfully saved.","Grupo de Atributos gravado com sucesso."
"PEAR Console","Console PEAR"
"Account Created on:","Conta Criada sobre:"
"Account Created in:","Conta Criada em:"
"Account successfully saved","Conta Gravada com Sucesso"
"Contents","Conteúdo"
"Template Content","Conteúdo do Template"
"Convert to Plain Text","Converter para Texto"
"Guest","Convidado"
"Cookie (Unsafe)","Cookie (Não seguro)"
"Create","Criar"
"Credit Memo #%s comment added","Comentário de Memorando de Crédito #%s adicionado"
"Credit Memo #%s created","Memorando de Crédito #%s criado"
"Created At","Criado em"
"Create New Attribute","Criar Novo Atributo"
"Create Extension Package","Criar Pacote de Extensão"
"Create Urlrewrite for","Criar Urlrewrite para"
"CSV","CSV"
"CSV / Tab separated","CSV / Separado por Aba"
"Coupons","Cupons"
"Invalid input data for %s => %s rate","Dados de Entrada Inválidos para %s => taxa %s"
"Date Updated","Data Atualizada"
"Expiration Date","Data de Expiração"
"Expiration Date: %s/%s","Data de Expiração: %s/%s"
"Start Date","Data de Início"
"Date:","Data:"
"From","De"
"of %s pages","de %s páginas"
"Default Template from Locale","Template Padrão de Locale"
"Value Delimiter:","Delimitador de Valores:"
"Dependencies","Dependências"
"Disabled","Desabilitado"
"Disable","Desabilitar"
"Unknown","Desconhecido"
"Description","Descrição"
"Description:","Descrição:"
"Sorry, this feature is coming soon...","Desculpe, essa funcionalidade está em desenvolvimento..."
"Unselect All","Limpar toda a Seleção"
"Unselect Visible","Limpar Seleção Visível"
"Design","Design"
"Uninstalling selected packages, please wait...","Desinstalando pacotes selecionados, por favor agurde..."
"Uninstall","Desinstalar"
"Uninstalling $pkg, please wait...","Desinstalar $pkg, por favor agurde..."
"Profile Direction","Direção de Perfil "
"Direction:","Direção:"
"Invalid directory: %s","Diretório Inválido: %s"
"Edit","Editar"
"Edit Template","Editar Template"
"Edit Email Template","Editar Template de Email"
"Edit System Template","Editar Template de Sistema"
"Edit Role","Editar Papel"
"Edit Poll","Editar Pesquisa"
"Edit Tag","Editar Tag"
"Edit Url","Editar URL"
"Edit Url #%s","Editar URL #%s"
"Edit User","Editar Usuário"
"Edit User '%s'","Editar Usuário '%s'"
"Edit Store View","Editar Visão da Loja "
"Edit Website","Editar Website"
"In","Em"
"In File:","Em Arquivo:"
"In Database:","Em Banco de Dados:"
"Email","Email"
"Order confirmation email sent","Email de confirmação do pedido enviado "
"Order confirmation email not sent","Email de confirmação do pedido não enviado"
"User Email","Email do Usuário"
"Email:","Email:"
"Transactional Emails","Emails Transacionais"
"Enclose Values In:","Valores Incluídos Em:"
"Billing address","Endereço de cobrança"
"Billing Address","Endereço de Cobrança"
"Primary Billing Address","Endereço de Cobrança Primário"
"Email address is empty.","Endereço de email está vazio."
"Email Address:","Endereço de email:"
"IP Address","Endereço IP"
"Shipping address","Endereço para envio"
"Shipping Address","Endereço para Envio"
"Invalid input:","Entrada inválida:"
"Submit","Enviar"
"Shipping","Enviando"
"Shipment #%s created","Envio #%s criado"
"Error while deleting this set.","Erro ao apagar este conjunto."
"Error while deleting this role. Please try again later.","Erro ao apagar este papel. Por favor tente novamente mais tarde."
"Error while updating selected review(s). Please try again later.","Erro ao atualizar opiniões selecionadas. Por favor tente mais tarde novamente."
"Error uploading the file","Erro ao carregar o arquivo"
"Error while saving this role. Please try again later.","Erro ao gravar este papel. Por favor tente novamente mais tarde."
"Error while saving account. Please try again later","Erro ao gravar conta. Por favor tente mais tarde novamente"
"Error while saving this configuration: ","Erro ao gravar esta configuração: "
"Upload I/O Error","Erro de Carregamento de Entrada/Saída"
"Upload Security Error","Erro de Segurança de Carregamento"
"Unknown error","Erro Desconhecido"
"Error while create backup. Please try again later","Erro ao criar backup. Por favor tente novamente mais tarde."
"Choose an attribute","Escolher um atributo "
"Choose Store View","Escolher Visão de Loja"
"Current Configuration Scope:","Escopo da Configuração Atual:"
"store(%s) scope","Escopo da Loja(%s)"
"website(%s) scope","Escopo de website(%s)"
"Default scope","Escopo Padrão"
"Please specify at least start or end date.","Especifique data de início ou fim por favor."
"Forgot your user name or password?","Esqueceu seu usuário ou senha?"
"Forgot your password?","Esqueceu sua Senha?"
"This tab contains invalid data. Please solve the problem before saving.","Esta aba contém dados inválidos. Por favor resolva o problema antes de gravar."
"This account is","Esta conta é"
"Stability","Estabilidade"
"API Stability","Estabilidade da API "
"Release Stability","Estabilide da Versão"
"Preferred state","Estado Preferido"
"State/Province:","Estado:"
"This attribute shares the same value in all the stores","Este atributo compartilha o mesmo valor em todas lojas"
"This is a required field.","Este campo é obrigatório."
"This user no longer exists","Este usuário não existe mais "
"Exclude","Excluir"
"Exclude (comma separated)","Excluir (separados por vírgulas)"
"Finished profile execution.","Execução do Perfil Terminada."
"Running:","Executando:"
"Run Profile","Executar Perfil"
"Run Profile In Popup","Executar Perfil em Pop-up "
"Export","Exportar"
"Export CSV","Exportar CSV"
"Export Filters","Exportar Filtros "
"Export to:","Exportar Para:"
"Export:","Exportar:"
"Extensions","Extensões"
"Extension","Extensão"
"Package Extensions","Extensões de Pacote"
"Magento Extensions","Extensões do Magento"
"Invoice #%s created","Fatura #%s criada"
"Performed At","Feito em"
"Done by:","Feito por:"
"Done By:","Feito Por:"
"Tools","Ferramentas"
"Final Price","Preço Final"
"Phone:","Fone:"
"For unpack on windows system use <a href=""%s"">%s</a>","Para descomprimir em windows use <a href=""%s"">%s</a>"
"Wrong column format","Formato de coluna incorreto"
"Data Format","Formato de Data"
"FTP Host[:Port]","FTP Host[:Porta]"
"Remote FTP","FTP Remoto"
"Gb","Gb"
"Cache management","Gerenciador de cache"
"Poll Manager","Gerenciador de Pesquisas"
"Manage Customers","Gerenciar Clientes"
"Manage Extensions","Gerenciar Extensões"
"Manage Installed Extensions","Gerenciar Extensões Instaladas "
"Manage Stores","Gerenciar Lojas"
"Manage Advanced Import/Export Profiles","Gerenciar Perfis Avançados de Importação/Exportação "
"Manage Import/Export Profiles","Gerenciar Perfis de Importação/Exportação "
"Manage Currency Rates","Gerenciar Taxas de Moedas"
"Manage Url Rewrites","Gerenciar URL Rewrites"
"Rotate CCW","Girar Sentido Anti-Horário"
"Rotate CW","Girar Sentido Horário"
"Save","Salvar"
"Save Config","Salvar Config"
"Save PEAR Config","Salvar Config PEAR"
"Save cache settings","Salvar configurações de cache"
"Save Account","Salvar Conta"
"Save data and Create Package","Salvar Dados e Criar Pacotes "
"Save and Continue Editing","Salvar e Continuar Edição "
"Save And Continue Edit","Salvar e Continuar Edição "
"Save Template","Salvar Template"
"Save Role","Salvar Papel"
"Save Profile","Salvar Perfil"
"Save Sitemap","Salvar Sitemap"
"Save Currency Rates","Salvar Taxas de Moeda "
"Save Url","Salvar Url"
"Save User","Salvar Usuário"
"Grid (default) / List","Grid (Padrão) / Lista"
"Customer Group:","Grupo de Clientes:"
"Group:","Grupo:"
"Wrong tab configuration","Aba de configuração incorreta"
"Enabled","Habilitado"
"Enable","Habilitar"
"Changelog","Histórico de Alterações"
"Credit Memo History","Histórico de Memorando de Crédito"
"Invoice History","Histórico de Faturamento "
"Profile History","Histórico de Perfil"
"Shipment History","Histórico do Envio"
"HTTP (unsecure)","HTTP (não seguro)"
"HTTPS (SSL)","HTTPS (SSL)"
"ID","ID"
"Role ID","ID do Papel"
"User ID","ID do usuário"
"Ignore","Ignorar"
"Big Image","Imagem Grande"
"Images","Imagens"
"Images (.gif, .jpg, .png)","Imagens (.gif, .jpg, .png)"
"images/logo.gif","images/logo.gif"
"Import/Export Advanced","Importação/Exportação Avançadas"
"Import","Importar"
"Import/Export","Importar/Exportar"
"Import/Export Profile","Importar/Exportar Perfil"
"Import/Export Profiles","Importar/Exportar Perfis"
"Import/Export GUI Profiles","Importar/Exportar Perfis GUI"
"Can't delete design change","Impossível apagar alteração de Design"
"Unable to initialize import model","Impossível inicializar Modelo de Importação"
"Unable to get product id.","Impossível obter ID do produto."
"Tax","Imposto"
"Inactive","Inativo"
"Include","Incluir"
"Remote Extension Info","Informação de Extensão Remota "
"Release Info","Informação de Liberação"
"Role Info","Informação de Papel"
"Installed Extension Info","Informação de Extensão Instalada"
"Template Information","Informação de Modelo"
"Package Information","Informação de Pacote"
"Package Info","Informação de Pacote "
"Profile Information","Informação de Perfil "
"File Information","Informação sobre Arquivo"
"Account Information","Informações da Conta"
"Currency Information","Informações de Moeda"
"User Roles Information","Informações de Papéis de usuários"
"Role Information","Informações de Papel"
"Sitemap Information","Informações de Sitemap "
"Current Release Information","Informações de Versão atual"
"User Info","Informações do Usuário"
"User Information","Informações do Usuário"
"General Information","Informações Gerais"
"Personal Information","Informações Pessoais"
"Starting profile execution, please wait...","Iniciando execução do Perfil, por favor aguarde..."
"Pending installation...","Instalação Pendente..."
"Installed As","Instalado Como"
"Installing $pkg, please wait...","Instalando $pkg, aguarde por favor..."
"Installing selected packages, please wait...","Instalando pacotes selecionados, aguarde por favor..."
"Install","Instalar"
"Install Package File","Instalar Arquivo de Pacote"
"Interactive","Interativo"
"Individual Item","Item Individual"
"Items Ordered","Itens Comprados"
"Items","Itens"
"items selected","itens selecionados"
"Customer with the same email already exists.","Já existe Cliente com o mesmo email."
"User with the same User Name or Email aleady exists","Já existe Usuário com o mesmo nome ou Email"
"Kb","Kb"
"Release","Liberação"
"License","Licença"
"License:","Licença:"
"License URI","Licença de URI"
"Reset Filter","Limpar Filtro"
"List (default) / Grid","Lista (Padrão) / Grid"
"Locale","Localização"
"Interface Locale: %s","Localização da interface: %s"
"Log into Magento Admin Page","Log Para a Página de Administração"
"Logged in as %s","Logado como %s"
"Login","Login"
"Magento Logo","Logo do Magento"
"Store","Loja"
"Store:","Loja:"
"Stores","Lojas"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento é uma marca registrada de Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Magento is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento é uma marca registrada de Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Magento Connect","Magento Connect"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; é uma marca registrada de Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Bestsellers","Mais Vendidos"
"Manage Ratings","Gerenciar Avaliações"
"Maintainers","Mantenedores"
"Field Mapping","Mapeamento de Campos "
"Max","Max"
"Maximum","Máximo"
"Average Orders","Média de Pedidos"
"Average Order Amount","Média de Valor de Pedido"
"Shipping method must be specified","Método de envio deve ser informado "
"Payment method must be specified","Método de Pagamento deve ser especificado"
"Media (.avi, .flv, .swf)","Mídia (.avi, .flv, .swf)"
"Minimum","Mínimo"
"Mb","Mb"
"md5sum","md5sum"
"Min","Min"
"My Account","Minha Conta"
"Template","Modelo"
"Passive mode","Modo Passivo"
"Currency","Moeda"
"Base currency","Moeda Padrão"
"Amounts","Montantes"
"Display default currency","Mostrar Moeda Padrão"
"Show by","Mostrar Por"
"Show Report for","Mostrar Relatório para"
"MS Excel XML","MS Excel XML"
"No","Não"
"No (price without tax)","Não (preço sem imposto)"
"Unable to find a tag to delete","Não foi possível encontrar tag para apagar"
"Unable to find a poll to delete","Não foi possível encontrar uma pesquisa para apagar "
"Unable to find a user to delete","Não foi possível encontrar usuário para apagar"
"Level","Nível"
"Credit Card Number: xxxx-%s","Número de Cartão de Crédito: xxxx-%s"
"Issue Number","Número de Emissão"
"Number of Orders","Número de Pedidos"
"Tracking number %s for %s assigned","Número de Rastreamento %s para %s associado"
"Number of Uses","Número de Utilizações"
"Number of Use","Número de Utilização"
"Card Verification Number","Número de Verificação do Cartão"
"Credit Card Number","Número do Cartão de Crédito"
"None","Nenhum"
"No search modules registered","Nenhum modelo de busca registrado"
"No Templates Found","Nenhum Modelo Encontrado"
"No profile","Nenhum perfil"
"No profile loaded...","Nenhum perfil carregado..."
"No records found for this period.","Nenhum registro encontrado para este período."
"No records found.","Nenhum registro encontrado."
"No Extensions Found","Nenhuma Extensão Encontrada"
"No Data Found","Nenhuma informação encontrada "
"No search keywords.","Nenhuma palavra-chave de busca."
"Name","Nome"
"Extension Name","Nome da Extensão "
"Spreadsheet Name:","Nome da Planilha:"
"Customer Name","Nome de Cliente"
"Archive file name:","Nome do arquivo de Archive:"
"File name:","Nome do Arquivo:"
"Attribute Set Name:","Nome do Grupo de Atributos:"
"Template Name","Nome do Modelo"
"Role Name","Nome do Papel"
"Profile Name","Nome do Perfil"
"User name","Nome do Usuário"
"User Name","Nome do Usuário"
"User Name (admin):","Nome do Usuário (admin):"
"User Name:","Nome do Usuário:"
"Name on Card","Nome no Cartão "
"Name on the Card: %s","Nome no Cartão: %s"
"Name:","Nome:"
"Original Magento attribute names in first row:","Nomes Originais de atributo do Magento na primeira linha:"
"Notes","Notas"
"Notes:","Notas:"
"Stock notification was saved successfully","Notificação de Estoque foi gravado com sucesso "
"Instant Payment Notification (IPN)","Notificação Instantânea de Pagamento (NIP)"
"New Extension","Nova Extensão"
"New Password","Nova senha"
"New admin password","Nova senha de administrador"
"New Tag","Nova Tag"
"New Url","Nova URL"
"New Store View","Nova Visão de Loja"
"New Accounts","Novas Contas"
"New Template","Novo Modelo"
"New Email Template","Novo Modelo de Email"
"New System Template","Novo Modelo de Sistema"
"New Profile","Novo Perfil"
"New User","Novo Usuário"
"New Website","Novo Website"
"New Customers","Novos clientes"
"What is this?","O Que é isto?"
"Required","Obrigatório"
"Get Image Base64","Obter Imagem Base64"
"Retrieve Password","Obter Senha"
"Options","Opções"
"Optional","Opcional"
"Sort Order","Organizar Pedido"
"Shipping origin","Origem do Envio"
"Country","País"
"Country:","País:"
"Specific Countries","Países específicos"
"Package","Pacote"
"Package %s data was successfully loaded","Pacote de dados %s foi carregado com sucesso "
"Packages","Pacotes"
"Default","Padrão"
"Dashboard","Painel"
"Magento Commerce - Administrative Panel","Painel de Administração – Magento Commerce "
"Roles","Papéis"
"User Roles","Papéis de Usuário"
"Role","Papel"
"Role successfully deleted.","Papel apagado com sucesso."
"User Role","Papel do Usuário"
"Role successfully saved.","Papel Gravado Com Sucesso."
"To","Para"
"PayPal Email","PayPal Email"
"Page","Página"
"Previous page","Página anterior"
"PEAR config","PEAR config"
"Order #%s","Pedido #%s"
"Order #%s (%s)","Pedido #%s (%s)"
"Orders","Pedidos"
"Recent Orders","Pedidos recentes"
"Period","Período"
"Profile was successfully saved","Perfil foi gravado com sucesso "
"Profile was deleted","Perfil foi removido "
"Profiles","Perfis"
"Advanced Profiles","Perfis avançados"
"Permissions","Permissões"
"Custom","Personalizado"
"Poll was successfully saved","Pesquisa foi gravada com sucesso"
"PHP Version","PHP"
"Please confirm site switching. All data that hasn't been saved will be lost.","Por favor confirme mudança de site. Todo dado que não foi salvo será perdido;"
"Please enter a valid number in this field.","Por favor entre um número válido nesse campo"
"Please enter a valid value from list","Por favor entre um número válido da lista"
"Please enter a valid value, ex: 10,20,30","Por favor entre um valor válido, ex: 10,20,30"
"Poll was successfully deleted","Pesquisa foi apagada com sucesso"
"Please wait...","Por favor  aguarde..."
"Please enter a valid URL. http:// is required","Por favor  insira uma URL válida. http:// é obrigatório"
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Por favor  use apenas letras entre (a-z) ou números entre (0-9) neste campo. Espaços ou outros tipos de caracteres não são permitidos."
"Please wait, loading...","Por favor aguarde, carregando..."
"Please make sure your passwords match.","Por favor assegure-se de que as senhas são idênticas."
"Please make sure that your changes were saved before running the profile.","Por favor assegure-se que as suas modificações foram gravadas antes de executar o perfil."
"Please enter 6 or more characters.","Por favor insira 6 ou mais caracteres"
"Please enter a valid zip code.","Por favor insira um CEP válido."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Por favor insira um CEP válido. Por exemplo 90602 ou 90602-1234."
"Please enter a valid email address. For example johndoe@domain.com.","Por favor insira um endereço de Email válido. Por exemplo joão@dominio.com.br” "
"Please enter a valid credit card number.","Por favor insira um número de cartão de crédito válido."
"Please enter a valid social security number. For example 123-45-6789.","Por favor insira um número de Seguro Social válido. Por favor, exemplo 123-45-6789."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Por favor insira um número de telefone válido. Por exemplo (123) 456-7890 or 123-456-7890."
"Please enter a number greater than 0 in this field.","Por favor insira um número maior que 0 neste campo."
"Please enter a valid date.","Por favor insira uma data válida."
"Please enter a valid $ amount. For example $100.00.","Por favor insira uma quantia válida. Por exemplo $100.00."
"Please enter valid password.","Por favor insira uma senha válida."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Por favor insira uma URL válida. Por exemplo http://www.example.com ou www.example.com"
"Please fill in 'email' field.","Por Favor preencha o campo 'email'."
"Please select a product","Por Favor Selecione a Produto"
"Please select a store","Por favor selecione uma loja"
"Please make sure that all global admin search modules are installed and activated.","Por Favor tenha certeza que todos os módulos globais de administração de busca estão instalados e ativos."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Por favor use apenas letras (a-z) ou números (0-9) ou espaços e # neste campo."
"Please use letters only (a-z) in this field.","Por favor use apenas letras de (a-z) neste campo."
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","Por favor use apenas números neste campo. Evite espaços ou outros caracteres como pontos e vírgulas."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Por favor use este formato de data: dd/mm/yyyy. Por exemplo 17/03/2006 para 17 de Março de 2006."
"Please use in this field only ""a-z,0-9,_"".","Por favor use neste campo apenas ""a-z,0-9,_""."
"Please, add a few answers to this poll first","Por favor, acrescente algumas respostas a esta pesquisa primeiro"
"Please, select visible in stores to this poll first","Por favor, selecione visível nas lojas para esta pesquisa primeiro "
"Per Item","Por item"
"per page","por Página"
"Per Order","Por Pedido"
"Position of Watermark for %s","Posição da Marca D´Água para %s"
"Email Preview","Pré-visualizar Email"
"Next page","Próxima Página"
"Price","Preço"
"Price:","Preço:"
"Preparing to change $pkg, please wait...","Preparando para alterar $pkg, por favor aguarde..."
"First Name","Primeiro Nome"
"First Name:","Primeiro Nome:"
"Firstname","Primeiro Nome"
"Home","Principal"
"Processed <strong>%s%% %s/%d</strong> records","Processou <strong>%s%% %s/%d</strong> registros"
"Browse Files...","Procurar Arquivos..."
"Browse Available Extensions","Procurar Extensões Disponíveis "
"Browse Available Remote Extensions","Procurar Extensões Remotas Disponíveis "
"Product Thumbnail Itself","Imagem Pequena do Produto dele Mesmo"
"Product","Produto"
"Products","Produtos"
"Most Viewed Products","Produtos Mais Vistos"
"Profile Action","Ação do Perfil"
"Promo","Promo"
"Promotions","Promoções"
"Shipping Price","Valor do Frete"
"Qty","Qtd"
"Any","Qualquer"
"Any Attribute Set","Qualquer conjunto de Atributos"
"Any Group","Qualquer Grupo"
"Any Store","Qualquer Loja"
"Any Status","Qualquer Status"
"Any Type","Qualquer Tipo"
"Any Visibility","Qualquer Visibilidade"
"Quantity","Quantidade"
"Stock Quantity:","Quantidade de Estoque:"
"Track this shipment","Rastrear o Envio "
"Revenue","Receita"
"Recommended","Recomendado"
"Resources","Recursos"
"Roles Resources","Recursos de Pacotes"
"Role Resources","Recursos do Papel"
"Resize","Redimensionar"
"Redirect","Redirecionar"
"Region/State","Região/Estado"
"Backup record was deleted","Registro de Backup foi apagado "
"Imported <strong>%s</strong> records","Registros Importados <strong>%s</strong>"
"Reset","Reiniciar"
"Wishlist Report","Relatório de Lista de Desejos"
"Sales Report","Relatório de Vendas"
"Reports","Relatórios"
"Sender","Remetente"
"Remove","Remover"
"Results","Resultados"
"Return Html Version","Retornar Versão do HTML"
"Run in popup","Rodar em Pop-up"
"Run Profile Inside This Window","Rodar Perfil dentro desta janela "
"Run","Rodar"
"Log Out","Sair"
"Select Date","Selecionar Data"
"Select Range","Selecionar Intervalo"
"Select All","Selecionar Tudo"
"Select Visible","Selecionar Visível"
"Please select customer(s)","Selecione Cliente(s) por favor"
"Please select State/Province.","Selecione Estado/Província por favor."
"Please select catalog searches","Selecione pesquisa de catálogo "
"Please select review(s)","Selecione revisão(ões)"
"Please select tag(s)","Selecione tag(s)"
"Please select a custmer","Selecione um cliente por favor"
"Please select a type","Selecione um tipo por favor"
"Please select a category","Selecione uma categoria por favor "
"Please select one of the above options.","Selecione uma das opções acima por favor."
"Please select one of the options.","Selecione uma das opções por favor."
"Please select an option.","Selecione uma opção por favor."
"Date selector","Seletor de de Data "
"Password","Senha"
"Password (123123):","Senha (123123):"
"Password:","Senha:"
"Import Service","Serviço de Importação"
