"Bill to Name","Cobrar do Nome"
"Can not add new comment.","Não foi possível adicionar novo comentário."
"Can not add order history.","Não foi possível adicionar histórico de compra."
"Can not add tracking number.","Não foi possível adicionar número de rastreamento."
"Can not create block ""%s""","Não foi possível criar blocos ""%s"""
"Can not delete tracking number.","Não foi possível apagar número de rastreamento."
"Can not do credit memo for order","Não foi possível criar memorando de crédito para compra"
"Can not do invoice for order","Não foi possível fazer fatura para compra"
"Can not do shipment for order.","Não foi possível fazer entrega para compra."
"Can not initialize shipment for adding tracking number.","Não foi possível inicializar entrega para adicionar número de rastreamento."
"Can not initialize shipment for delete tracking number.","Não foi possível inicializar entrega para apagar número de rastreamento."
"Can not load track with retrieving identifier.","Não foi possível carregar o rastreamento do identificador recuperado."
"Can not register existing creditmemo","Não foi possível registrar memorando de crédito já existente"
"Can not register existing invoice","Não foi possível registrar fatura já existente"
"Can not register existing shipment","Não foi possível registrar entrega já existente"
"Can not retrieve tracking number detail.","Não foi possível recuperar detalhes do número de rastreamento"
"Can not save credit memo","Não foi possível salvar memorando de crédito"
"Can not save invoice","Não foi possível salvar fatura"
"Can not save shipment.","Não foi possível salvar postagem."
"Can not send shipment information.","Não foi possível enviar informações de entrega."
"Can not update item qty","Não foi possível atualizar a quantidade do item"
"Cancel","Cancelar"
"Canceled","Cancelado"
"Can't get order instance","Não foi possível pegar o pedido"
"Capture","Capturar"
"Capture Amount","Quantia Capturada"
"Capture Offline","Capturar Offline"
"Capture Online","Capturar Online"
"Carrier","Entregador"
"Catalog prices include tax","Preço de Catálogo Inclui Imposto"
"Change Status","Mudar Status"
"Checkout totals sort order","Ordenação do total de compra"
"Click to change shipping method","Clique para mudar método de entrega"
"Closed","Fechado"
"""%s"" coupon code is not valid.","Código de cupom ""%s"" não é válido."
"Comment","Comentário"
"Comment Text","Texto do Comentário"
"Comment text field can not be empty.","Campo com o texto do comentário não pode estar vazio."
"Comments History","Histórico de Comentário"
"Complete","Completo"
"Country","País"
"Coupons","Cupons"
"Create","Criar"
"Create New Customer","Criar Novo Cliente"
"Create New Order","Criar Nova Compra"
"Create New Order for %s","Criar Nova Compra para %s"
"Create New Order for %s in %s","Criar Nova Compra para %s em %s"
"Create New Order for New Customer","Criar Nova Compra para Novo Cliente"
"Create New Order for New Customer in %s","Criar Nova Compra para Novo Cliente em %s"
"Create Shipment","Criar Entrega"
"Created At","Criado Em"
"Credit Memo # ","Memorando de Crédito # "
"Credit Memo #","Memorando de Crédito #"
"Credit Memo cancel error.","Erro de cancelamento de Memorando de Crédito."
"Credit Memo Comment Email Sender","Remetente do Comentário de Memorando de Crédito"
"Credit Memo Comment Email Template","Modelo de Email do Comentário de Memorando de Crédito"
"Credit Memo Comment Email Template for Guest","Modelo de Email de Visitantes do Comentário de Memorando de Crédito"
"Credit Memo Comments","Comentário do Memorando de Crédito"
"Credit Memo email not sent","Email do Memorando de Crédito não enviado"
"Credit Memo Email Sender","Remetente do Memorando de Crédito"
"Credit Memo email sent","Email do Memorando de Crédito enviado"
"Credit Memo Email Template","Modelo de Email de Memorando de Crédito"
"Credit Memo Email Template for Guest","Modelo de Email para Visitantes de Memorando de Crédito"
"Credit Memo total must be positive.","Total do Memorando de Crédito deve ser positivo."
"Credit Memo Update","Atualizar Memorando de Crédito"
"Credit Memo Update for Guest","Atualizar Memorando de Crédito para Visitantes"
"Credit Memo void error","Erro nulo de Memorando de Crédito"
"Credit Memo was successfully canceled.","Memorando de Crédito foi Cancelado com Sucesso"
"Credit Memo was successfully created","Memorando de Crédito foi Criado com Sucesso"
"Credit Memo was successfully voided","Memorando de Crédito anulado com sucesso"
"Credit Memos","Memorandos de Crédito"
"Creditmemo","Memorando de Crédito"
"Creditmemos","Memorandos de Crédito"
"Custom Value","Valor Customizado"
"Customer Group","Grupo do Cliente"
"Customer Name","Nome do Cliente"
"Date","Data"
"Date Shipped","Data de Postagem"
"Delete","Apagado"
"Discount","Desconto"
"Order Details","Detalhes do Pedido"
"Discount ","Desconto"
"Discount (%s)","Desconto (%s)"
"Discount :","Desconto :"
"Discount Amount","Total do Desconto"
"Document","Documento"
"Edit","Editar"
"Edit Order #%s","Editar Compra #%s"
"Backordered","Em espera"
"Email","Email"
"Email Copy of Credit Memo","Cópia do Email de Memorando de Crédito"
"Email Copy of Invoice","Cópia do Email de Fatura"
"Email Copy of Shipment","Cópia do Email de Postagem"
"Email Order Confirmation","Email de Confirmação de Compra"
"Shipping Address","Endereço de entrega"
"Billing Address","Endereço de fatura"
"Ship to","Entregar para"
"Shipped","Entregue"
"State/Province","Estado"
"Invoice","Fatura"
"Invoice #%s","Fatura #%s"
"Shipping & Handling","Frete e Manuseio"
"From","Destinatário"
"From Name","Nome do Destinatário"
"From:","Destinatário:"
"G.T. (Base)","G.T. (Base)"
"G.T. (Purchased)","G.T. (Comprado)"
"Get shipping methods and rates","Pegar métodos de entregas e valores"
"Gift","Presente"
"Gift Certificate","Certificado de Presente"
"Gift Message","Mensagem de Presente"
"Gift Message for Entire Order","Mensagem de Presente para Toda Compra"
"Gift Message for this Order","Mensagem de Presente para Essa Compra"
"Grand Total to be charged","Total geral a ser cobrado"
"Grand Total:","Total Geral:"
"Guest","Visitante"
"Hold","Segurar"
"Hold action is not available","Ação de segurar não está disponível"
"ID","ID"
"Tax","Imposto"
"Print Invoice","Imprimir fatura"
"Print All Invoices","Imprimir todas as faturas"
"Information","Informação"
"Invalid qty to invoice item ""%s""","Quantidade inválida para faturar o item ""%s"""
"Invalid qty to refund item ""%s""","Quantidade inválida para reembolso do item  ""%s"""
"Invalid qty to ship for item ""%s""","Quantidade inválida para postar para o item ""%s"""
"Invoice # ","Fatura # "
"Invoice #","Fatura #"
"Invoice and shipment was successfully created.","Fatura e Postagem foram criadas com sucesso."
"Invoice cancel error.","Erro de cancelamento da fatura."
"Invoice capture error","Erro de captura da fatura"
"Invoice Comment Email Sender","Remetente do Email de Comentário de Fatura"
"Invoice Comment Email Template","Modelo do Email de Comentário de Fatura"
"Invoice Comment Email Template for Guest","Modelo do Email para Visitantes de Comentário de Fatura"
"Invoice Comments","Comentários da Fatura"
"Invoice Date","Data da fatura"
"Invoice email not sent","Email de fatura não enviado"
"Invoice Email Sender","Remetente do Email da Fatura"
"Invoice email sent","Email de fatura enviado"
"Invoice Email Template","Modelo de Email de Fatura"
"Invoice Email Template for Guest","Modelo de Email para Visitantes de Fatura"
"Invoice Update","Atualização de Fatura"
"Invoice Update for Guest","Atualização de Fatura para Visitantes"
"Invoice void error","Erro nulo de fatura"
"Invoice was successfully canceled.","Fatura foi cancelada com sucesso"
"Invoice was successfully captured","Fatura foi capturada com sucesso"
"Invoice was successfully created.","Fatura foi criada com sucesso"
"Invoice was successfully voided","Fatura foi nula com sucesso"
"Invoiced","Faturado"
"Invoices","Faturas"
"Item","Item"
"Item qty declare error","Erro de declaração de quantidade de item"
"Item Status","Status do Item"
"Items Invoiced","Itens Faturados"
"Items Refunded","Itens Reembolsados"
"Items Shipped","Itens Postados"
"Items to Invoice","Itens a Faturar"
"Items to Refund","Itens a Reembolsar"
"Items to Ship","Itens a Postar"
"Items Ordered","Itens do pedido"
"Last ordered items","Últimos itens comprados"
"Link to the new order","Link para a nova compra"
"Link to the previous order","Link para a compra anterior"
"Logo (200x50)","Logo (200x50)"
"Store Credit","Loja de crédito"
"Shipping Method","Método de entrega"
"Payment Method","Método de pagamento"
"Credit Memo","Memorando de Crédito"
"Message","Mensagem"
"Message:","Mensagem:"
"My Orders","Meus Pedidos"
"My Orders - Details","Meus Pedidos - Detalhes"
"Mixed","Misturado"
"Shipping Amount","Montante de Entrega"
"Tax Amount","Montante de Imposto"
"New","Novo"
"New Credit Memo","Novo Memorando de Crédito"
"New Credit Memo for Guest","Novo Memorando de Crédito para Visitantes"
"New Invoice","Nova Fatura"
"New Invoice for Guest","Nova Fatura para Visitantes"
"New Order","Nova Compra"
"New Order Confirmation Email Sender","Novo Remetente de Email de Confirmação de Compra"
"New Order Confirmation Template","Novo Modelo de Confirmação de Compra"
"New Order Confirmation Template for Guest","Novo Modelo de Confirmação de Compra para Visitantes"
"New Order for Guest","Nova Compra para Visitantes"
"New Order RSS","Nova Compra RSS"
"New Shipment","Nova Postagem"
"New Shipment for Guest","Nova Postagem para Visitantes"
"New Status","Novo Status"
"Newsletter Subscription","Assinatura da Newsletter"
"No detail for number ""%s""","Sem detalhes para o número ""%s"""
"No items","Nenhum Item"
"No Payment Methods","Nenhum Método de Pagamento"
"Product Name","Nome do produto"
"Not Capture","Não Capturado"
"Notified","Notificado"
"Notify Customer","Notificar Cliente"
"Number","Número"
"On Hold","Em Espera"
"Order","Compra"
"Order # ","Compra # "
"Order # %s","Compra # %s"
"Order # %s | Order Date %s","Compra # %s | Data da Compra %s"
"Order Comment","Comentário da Compra"
"Order Comment Email Sender","Remetente do Email de Comentário de Compra"
"Order Comment Email Template","Modelo do Email de Comentário de Compra"
"Order Comment Email Template for Guest","Modelo do Email para Visitantes de Comentário de Compra"
"Order Comments","Comentários da Compra"
"Order Currency:","Moeda da Compra:"
"Order Date","Data da Compra"
"Order Date: ","Data da Compra:"
"Order Grand Total","Total Geral da Compra"
"Order History","Histórico da Compra"
"Order Information","Informação da Compra"
"Order not longer exist","Compra não existe mais"
"Order not longer exist.","Compra não existe mais."
"Order saving error: %s","Erro salvando a compra: %s"
"Order Subtotal:","Subtotal da Compra:"
"Order Totals","Total da Compra"
"Order Update","Atualização da Compra"
"Order Update (Credit Memo)","Atualização da Compra (Memorando de Crédito)"
"Order Update (Invoice)","Atualização da Compra (Fatura)"
"Order Update (Shipment)","Atualização da Compra (Postagem)"
"Order Update for Guest","Atualização da Compra para Visitantes"
"Order View","Visão da Compra"
"Order was not cancelled.","Compra não foi cancelada"
"Order was not put on hold.","Compra não foi colocada em espera."
"Order was not unholded.","Compra não foi tirada da espera."
"Order was placed using %s","Compra foi colocada usando %s"
"Order was successfully cancelled.","Compra foi cancelada com sucesso."
"Order was successfully put on hold.","Compra foi colocada em espera com sucesso."
"Order was successfully released from holding status.","Compra saiu do status de espera com sucesso."
"Ordered","Comprado"
"Orders","Compras"
"Orders was canceled","Compra foi cancelada"
"Orders was successfully put on hold","Compra foi colocada em espera com sucesso."
"Orders was unholded","Compra foi tirada da espera"
"Original Price","Preço Original"
"Packingslip # ","Envelope de Embalagem # "
"Paid","Pago"
"Paid Amount","Montante Pago"
"Partial","Parcial"
"Payment Information","Informação de Pagamento"
"PDF Credit Memos","PDF Memorando de Crédito"
"PDF Invoices","PDF Faturas"
"PDF Packingslips","PDF Envelope de Embalagem"
"Order #","Compra #"
"Order #%s","Compra #%s"
"Order #%s - %s","Compra #%s - <small><em>%s</em></small>"
"Order Total","Total de Compra"
"Recent Orders","Compras Recentes"
"Pending","Pendências"
"Please select a customer","Por favor selecione um cliente"
"Please select a store","Por favor selecione uma loja"
"Please select products to add","Por favor selecione produtos para adicionar"
"Price","Preço"
"First Name","Primeiro nome"
"Print","Imprimir"
"Print All","Imprimir Tudo"
"Print All Refunds","Imprimir Todos os Reembolsos"
"Print All Shipments","Imprimir Todos as Postagens"
"Print Credit Memos","Imprimir Memorando de Créditos"
"Print Invoices","Imprimir Faturas"
"Print Order","Imprimir Compra"
"Print Order # %s","Imprimir Compra # %s"
"Print Packingslips","Imprimir Envelope de Embalagem"
"Print Refund","Imprimir Reembolso"
"Print Shipment","Imprimir Postagem"
"Processing","Processando"
"Processing data problem","Processando problema de dados"
"Product","Produto"
"Products","Produtos"
"Products in Compare List","Produtos na Lista de Comparação"
"Purchased From","Comprado De"
"Purchased from (store)","Comprado de (loja)"
"Purchased On","Comprado Na"
"Qty Shipped","Qtd de entregas"
"Qty Ordered","Qtd de pedidos"
"Qty","Qtd"
"QTY","Qtd"
"Qty Canceled","Qtd Cancelada"
"Qty Invoiced","Qtd Faturada"
"Qty To Add","Qtd Para Adicionar"
"Qty to Invoice","Qtd Para Faturar"
"Recently Compared Products","Produtos Comparados Recentemente"
"Recently Viewed","Recentemente Vistos"
"Recently Viewed Products","Produtos Recentemente Vistos"
"Refresh","Atualizar"
"Refund","Reembolso"
"Refund #","Reembolso #"
"Refund #%s","Reembolso #%s"
"Refund Amount","Montante Reembolsado"
"Refund Offline","Reembolsar Offline"
"Refunded","Reembolsado"
"Refunds","Reembolsos"
"Remove","Remover"
"Remove Coupon Code","Remover Código de Cupom"
"Reorder","Recomprar"
"Returned","Retornado"
"Row Total","Total de Linhas"
"Sales","Vendas"
"Sales Emails","Emails de Vendas"
"Same As Billing Address","O Mesmo que o Endereço de Cobrança"
"Save in address book","Salvar no livro de endereços"
"Select from existing customer addresses:","Selecionar endereço de um cliente já existente:"
"Send Credit Memo Comment Email Copy To","Enviar Cópia do Email de Comentário de Memorando de Crédito Para"
"Send Credit Memo Email Copy To","Enviar Cópia do Email de Memorando de Crédito Para"
"Send Invoice Comment Email Copy To","Enviar Cópia do Email de Comentário de Fatura Para"
"Send Invoice Email Copy To","Enviar Cópia do Email de Fatura Para"
"Send Order Comment Email Copy To","Enviar Cópia do Email de Comentário de Compra Para"
"Send Order Email Copy To","Enviar Cópia do Emailde Compra Para"
"Send Shipment Comment Email Copy To","Enviar Cópia do Email de Comentário de Postagem Para"
"Send Shipment Email Copy To","Enviar Cópia do Emailde Postagem Para"
"Send Tracking Information","Enviar Informações de Rastreamento"
"separate by "",""","separado por "","""
"Ship","Postar"
"Ship to First Name","Postar para o Primeiro Nome"
"Ship to First name","Postar para o Primeiro nome"
"Ship to Last name","Postar para o Último Nome"
"Ship to Name","Postar para o Nome"
"SHIP TO:","POSTAR PARA:"
"Shipment","Postagem"
"Shipment #","Postagem #"
"Shipment #%s","Postagem #%s"
"Shipment Comment Email Sender","Remetente do Email do Comentário de Postagem"
"Shipment Comment Email Template","Modelo do Email do Comentário de Postagem"
"Shipment Comment Email Template for Guest","Modelo do Email do Comentário de Postagem para Visitante"
"Shipment Comments","Comentários de Postagem"
"Shipment email not sent","Email de postagem não enviado"
"Shipment Email Sender","Remetente do Email de Postagem"
"Shipment email sent","Email de postagem enviado"
"Shipment Email Template","Modelo do Email de Postagem"
"Shipment Email Template for Guest","Modelo do Email de Postagem para Visitantes"
"Shipment Update","Atualização de Postagem"
"Shipment Update for Guest","Atualização de Postagem para Visitantes"
"Shipment was successfully created.","Postagem foi criada com sucesso."
"Shipment was successfully sent.","Postagem foi enviada com sucesso."
"Shipments","Postagens"
"Shipped By","Postado Por"
"Shipping","Entrega"
"Shipping & Handling:","Entrega e Manuseando:"
"Shipping &amp; Handling","Entrega &amp; Manuseando"
"Shipping &amp; Handling Information","Entrega &amp; Informações de Manuseio"
"Shipping Information","Informações de Entrega"
"Shipping Method:","Método de Entrega"
"Shipping Refund","Entrega Reembolsada"
"Shopping Cart","Carrinho de Compra"
"Signed Up From","Assinar De"
"Sku","Sku"
"SKU","SKU"
"About Your Order","Sobre Sua Compra"
"SOLD TO:","VENDIDO PARA:"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","Alguns itens excederam a quantidade permitida. Por favor selecione uma quantidade menor para fechar sua compra."
"Sorry, no quotes are available for this order at this time.","Desculpa, não existem cotações disponíveis para sua compra nesse momento."
"Status","Status"
"Unknown Status","Status Desconhecido"
"Order Status","Status do pedido"
"Submit Comment","Enviar Comentário"
"Submit Credit Memo","Enviar Memorando de Crédito"
"Submit Invoice","Enviar fatura"
"Submit Order","Enviar Compra"
"Submit Shipment","Enviar Postagem"
"Subscribe to Newsletter","Assinar a Newsletter"
"Subscribe to Order Status","Assinar o Status de Compra"
"Subtotal","Subtotal"
"Order Subtotal","Subtotal do pedido"
"Tax :","Taxa :"
"Tax Based On","Taxa Baseada Na"
"Tax Calculation","Cálculo de taxa"
"Tax Class for Shipping","Classe de Taxa para Entrega"
"Telephone","Telefone"
"The item %s (SKU %s) doesn't exist in the catalog anymore","O item %s (SKU %s) não existe mais no catálogo"
"There are no printable documents related to selected orders","Não existem documentos que possam ser impressos relacionados a compra selecionada"
"This order no longer exists.","Essa compra não existe mais."
"Title","Título"
"To","Destinatário"
"To Name","Nome do Destinatário"
"To:","Destinatário:"
"Grand Total","Total"
"Total Due","Total Devido"
"Total Paid","Total Pago"
"Total Qty","Quantidade do Total"
"Total Refund","Total de Reembolso"
"Total Refunded","Total Reembolsado"
"Total(ex)","Total(extra)"
"Total(inc)","Total(incorporado)"
"Track all shipment(s)","Rastrear a(s) postagem(s)"
"Track all shipments","Rastrear todas as postagens"
"Track Order","Rastrear Compra"
"Track this shipment","Rastrear essa Postagem"
"Track your order","Rastrear sua Compra"
"Tracking Number","Número de Rastreamento"
"Tracking number can not be empty.","Número de rastreamento não pode ser vazio."
"Tracking Number(s)","Número(s) de Rastreamento(s)"
"Last Name","Último Nome"
"Unhold","Não está em espera"
"Unknown State","Estado Desconhecido"
"Update Changes","Atualizar Mudanças"
"Update Qty's","Atualizar Quantidades"
"View Order","Ver Compra"
"View All","Ver Tudo"
"View","Ver"
"You have placed no orders.","Você não tem nenhum pedido."
"Void","Nulo"
"Back to My Orders","Voltar aos meus pedido"
"Website","Website"
"Wishlist","Lista de Desejos"
"You need specify carrier.","Você precisa especificar o entregador."
"ZIP/Post Code","CEP"
